cartodb_id,the_geom,zipcode,bldgzip,po_name,population,area,state,county,st_fips,cty_fips,url,median_listing_sqft,shape_len,commuters,workers,count_vals,count_vals_density
2,0106000020E610000001000000010300000001000000A2000000FA8CA252FE7B52C055FA1161015744409387CFF1D47B52C0822166E5FC5644408096E85ED27B52C0B64B659AFC564440F011A9D6CD7B52C0EFE04C16FC564440A404B766CC7B52C0388C6CECFB564440861DF6F8C97B52C06CB526A5FB5644400A9D7995B47B52C014DF0E59F95644408959473B9B7B52C0A6603797F6564440D090FC1C7B7B52C0BBEE4E0AF356444038919FAC757B52C0DD0D1A85F2564440F29EC63E797B52C06F1C2591EB564440FDA16B05827B52C079A19EB6DA564440097065BF837B52C03E0CD565D7564440B25161A0857B52C028DEE928D356444064896C14877B52C073F64D27CF56444078EFB768887B52C02B0AD702CA564440321FA64B897B52C0395CE9A6C45644403F619A97897B52C09EF62365C15644402105F71D8A7B52C05A15C9C0B75644404B60462B8A7B52C0F5AB2B92B656444063DF75488A7B52C05BC994FAB35644400B8EB65D8A7B52C039A37A17B2564440AA8BAF648B7B52C0F6E1F3BB9A56444066AEDF9B8C7B52C00037EB3781564440B86938E8617B52C0790890747C564440E62A1D3D5F7B52C0541D481C7C564440FA7A7F71607B52C0D6ED37B3625644406CB7722E587B52C05C6C8ECC61564440B1BC603C487B52C05FC0590F60564440293CDBA9397B52C0E27568785E5644405078C462367B52C0C08DE11C5E56444087D70622337B52C0D7CC21BC5D564440FFA78343337B52C0910EC8B95A5644403875F96A337B52C080F6D682575644400F36DD86337B52C0E692153D55564440C98EC697337B52C0DB873FDC53564440B6DA5BEA337B52C05B05043E4D56444039011789347B52C0A9256285405644404543C6D8357B52C0207D5355235644409DD5ED6C367B52C0AEB51A551756444019F33E39377B52C0FA6D661E065644403019207B377B52C0A2EA200F015644401C21ED95387B52C01594A5D8E855444060208889397B52C0F9944EDDD4554440C52D09EB397B52C06847F8DDCC554440996A69F9397B52C0E847F2AFCB554440E903743F3B7B52C039456503B0554440F35AD34B3C7B52C00664EA979A554440CA932FFF3C7B52C021F2D84791554440394556B73D7B52C0274745B887554440BF2FAFAA3E7B52C06D5EC70573554440D07815BD3F7B52C0794EABEB5B5544408A90A9F23F7B52C03041747B575544405DC3D736407B52C089FC5201525544400A275C51407B52C043CA49E24F5544408CB2A963407B52C0F041A66C4E5544401450C872407B52C0BA707FAD4C5544404A663382407B52C0883BE3AD4A554440AD6A1165407B52C027817548485544403F035C03407B52C09E9ECD99445544408A66AC973F7B52C0771377E94155444034BD95E83D7B52C08B9046E7395544406D30A800447B52C0C3A7FBB1345544404AC98061447B52C029BF715C34554440AA23D642457B52C0CFBD4B9633554440ECE13274477B52C06F825BA931554440DEB313CE497B52C01C59F2942F554440FEEA1A5D4B7B52C08D52142E2E5544402037841C587B52C03519F0222355444010F53F6A5A7B52C0CF097328215544405E16DF275C7B52C096A88B8E1F5544407D3B12E4617B52C096394E9E1A554440AB6148BB657B52C00443C34817554440AD466819687B52C06DBBDA3315554440FB53EB416D7B52C083F58BBD105544409D3258AB717B52C0E8218FE90C554440717E9A99737B52C09E696D390B554440B61CFC97757B52C053EA847109554440EE401B7B777B52C0FF0FF4C107554440562E3597787B52C002232DC406554440EF60E7587B7B52C0D86A857D0455444086A290F8807B52C01FC80287FF54444058F6BF0C837B52C0A6B5A9A3FD544440CC631CF68D7B52C0A5B62B26F4544440F868B3CD8F7B52C0B22C1C17F25444407A4E47BF9C7B52C020D099ADEF54444055C2F3749F7B52C0082DA26BEF54444042A452F3A47B52C0386FDCBCEE5444403EBC708DAC7B52C0F5E207CBED544440BEC5D470B77B52C0B6AE2895ED544440A6A743C3B87B52C0621FCA52ED544440DF668D34C67B52C04ED7EE38EA544440E4D8DF3BCA7B52C0B6E966AEE95444403ABE71B8CE7B52C023574E28E9544440773EAEB3CF7B52C07E7BE209E9544440E62E3021FC7B52C0E43B7F75E354444005BFD5DBFA7B52C0F0FD5A2BED5444403A258267FA7B52C06DABB9D5F5544440B29AE3BF277C52C09DF9DCCAFA544440ABFCB3F2417C52C0A4E2F0C4FD544440ED4FCC22557C52C020E492BFFF544440FAFBBC64547C52C0783209270F5544405F946AC6537C52C0565CA5F91C554440CD6C7115537C52C0A1FDECA42B554440BCE7C162527C52C0B3D4AA2A3A554440F6D09CD65D7C52C02AE5E2603B554440762A6EED787C52C0417A3F543E55444024FCE1547A7C52C03ECF637B3E55444075173ED17F7C52C03F0C55143F5544407D458721AD7C52C0B7CE720744554440DE91818AAC7C52C0E233D6AF50554440D485666CAC7C52C08254940A53554440EDE66B5BAC7C52C0875737BB5455444039C55B57AC7C52C00FE9B315555544402676E04CAC7C52C05EB851FC55554440868C7CEEAB7C52C0CB4A84185E55444052BD83E3AB7C52C0BE190CF05E5544406EEA5CC5AB7C52C00E849740615544407C8C2941AB7C52C072E3CDDC6B554440D07D7C26AB7C52C0511729E46D5544406658070EAB7C52C0133EA30E70554440B677E3E4AA7C52C060FB336C7355444026E8D85DAA7C52C0E3B9C3707E5544407D4B0D41A97C52C0E872CAD09655444062D46F16A97C52C01A0D56229A554440F0173802A97C52C0B66761B59B554440154754D4A87C52C0C01A23489F55444089F8A4BBA77C52C04720CFA5B6554440BBCCEAA0A77C52C0AEA579DFB85544401356112FA77C52C05AA2815EC2554440298AA668A67C52C0C76EF9EAD255444059AB1642A67C52C0BB04A71CD65544402E03A327A67C52C0FC0FB34DD8554440EB121C01A67C52C0B096787EDB5544402D6069E2A47C52C0B1F89F4EF3554440F7773F85A37C52C09C40A48610564440CA37C221A27C52C0FD2E91C12D5644404F5F7DC3A07C52C05D9121ED4A564440F7D35758A07C52C0D568E14354564440D8E872689F7C52C06998EC1D685644406CDA5A0A9E7C52C0F7D6A55585564440E1E528A9707C52C0FABE83678056444082146DB35D7C52C0D461D34D7E564440D54CBC53437C52C055DC31777B56444040C8DE1C427C52C0BF203FF294564440422230ED407C52C0A6B3A574AE56444036E3ACDE3F7C52C05585D9E0C55644407C4387C93F7C52C0CCE7C6B5C7564440200376A23F7C52C02D8E574CCA564440B8E571963F7C52C038D5FA17CB5644408CD8AA753F7C52C04831E015CE5644406011A5243E7C52C0704B45D7E9564440DC21F8DF3D7C52C0F68F337FEF5644406077F9603D7C52C0968A3284FA564440CCAE27183D7C52C0537697D50057444048F028C33C7C52C0139DA4350857444012242C82387C52C0CF0205BE0757444042417466327C52C0D6453B12075744407E453A552E7C52C00DE7D39F06574440AC5D4C2F2B7C52C0C1211F4706574440F4E065560F7C52C05333603603574440FA8CA252FE7B52C055FA116101574440,11213,0,Brooklyn,62426,29631004.437939,NY,Kings,36,047,http://www.usps.com/,0,0,8372.5361367338,8718.47014585697,3,1.08979050480526e-06
3,0106000020E6100000010000000103000000010000001A01000023C269CAC97952C0642CE913DE554440E6DC5014BE7952C01EA63FD88B5544400EADA450BB7952C0F3D85CA28C554440CF30C119B97952C0589DB24D8D554440CD9CCCA2B27952C0669479095B5544403108D86FA57952C0F79B58B0F65444406022A49CA87952C023B20335F5544440516318EC917952C05261191D595444403D0B7FCF907952C0CC0A77B44F544440180385B1967952C0AD6E271C225444405CC97C549A7952C0DB7E24CA21544440A4D395939E7952C07EE63C2C2154444015B8F3F1A07952C05D3B7CD3205444408D606A2FAC7952C046C1B9120A54444018D4F849AD7952C05197CE130854444036C20091AE7952C0482BC52B06544440C2D07E13AF7952C0CC92458105544440DBEE6F2EBC7952C0A9DB1AF0F4534440FB8BE913BD7952C02E3D4ACEF35344408E721C74BF7952C0C8CB7CF7F05344406CD021CCC17952C0196E79D3ED53444033CA1C28C37952C0F0D74E15EC534440E201EB0EC67952C018CC7863E85344407A19EF6FC77952C07593BDBBE653444034AD9531C97952C07E0483ADE4534440BC850CD0C97952C09AD79F25E4534440F8E5B7B2CA7952C0B54F3F63E353444068156E96CD7952C0A170E8E8E053444029EB829DD17952C0F45FAE58DF53444045125114D27952C05EBCF633DF53444066EF366DD27952C0F99CBE18DF534440EFB02AC6D27952C0B821E9FDDE534440FD7A9E71D97952C077E98800DD534440076E951ADA7952C07E0240CEDC5344402FEA6472DA7952C0A2CC8FB4DC534440BC704A77DD7952C0788FE8D3DB534440C175396BE07952C016B2AEF4DA5344405475F156E97952C0B8B4DB46D8534440779CD371EC7952C091B8696DD7534440B0DD237AF07952C070EBAE1FD653444023C77301F17952C004A0D5F6D5534440ECFD1AF2F37952C084782D15D553444033C9F385F67952C0387AB74FD4534440A34DB563087A52C02CC6DD03CF534440A9F342FD097A52C08EB4748ACE53444074F389EA0A7A52C056611E44CE5344408F08A8830F7A52C055BB1CDCCC534440F945636D127A52C023176FFDCB5344409BF526D7137A52C06DC4E590CB534440F92502A9147A52C0FACDAC51CB534440BED2B212167A52C0EBA9A1E4CA5344407697F196167A52C01453BBBCCA5344408C8188501A7A52C0F13A4E94C9534440D0704FD41C7A52C076D973E3C8534440C2A28DBB1D7A52C0F35BCFA0C85344400F65A9231E7A52C0C75FC882C85344402FD9DBF31E7A52C0777C9946C8534440AA18BE89217A52C0B76E4586C753444053532EC1237A52C0105D67E0C65344400F3AC3FA257A52C01950E238C65344401BCB0D65267A52C0CF057C19C6534440A223254C297A52C06738EB3DC55344401073F5282C7A52C056405D55C453444093CB24F6387A52C0F2994387C0534440ADF0C55C457A52C0986563BFBC53444067387A8E487A52C0CA876625BC534440BAA85FFB4B7A52C0A3AC4880BB53444075498B845B7A52C07BC5A682BA5344403952FC95637A52C0285BA2ADBA5344407B1E14536C7A52C056092BDCBA534440082C6049747A52C06B825F57BB5344403318F8D0757A52C035D3A472BB5344402C4D538C767A52C0FD21B37FBB53444056BE272D777A52C0B011E78ABB534440ADC74B6EA97A52C0EAE55128BF534440C08FCAEFAD7A52C0D768BA9FBF5344405C980623B17A52C06CA96AD6BF5344409C193390B97A52C02BA6818EC053444081FA365CBE7A52C0E5DA96CFC0534440A6F5710EC57A52C08219E644C1534440AFA4EA09CD7A52C0C8738BAEC15344401978DA67D37A52C08508E803C253444072E4CDA4D97A52C0A40E2A64C2534440B05A22FBE17A52C0F0C1D0EDC253444033B76CB8E47A52C0BBD07E20C3534440EDBCA96BE77A52C0AE017352C3534440F95FF16BE87A52C0F9B5F864C3534440812B01D7EE7A52C05053B3DBC353444043E1E6DEF77A52C0C450A96FC4534440D73B939FFD7A52C0378924CAC25344407D61FB62FE7A52C0DF1C7C29C4534440F5F567D7017B52C067DCBB5FCA5344406D990B55027B52C09CD60440CB534440F403463B037B52C0FB7CFCDACC534440333876C30E7B52C032BDDC70E15344401ABF059A107B52C080DBA6D6E45344401DAA5A1A127B52C01BA92D77E753444098AC1567137B52C038E6EBD0E95344402AAC789C147B52C0439C1600EC5344406A7C5A51167B52C078357815EF5344407902F671177B52C0B4F30A4EF15344400C83259D197B52C0170021E9F4534440DC0785441A7B52C0E8BC8717F653444005C899B81A7B52C0CDB9B6E8F6534440BF9E153D1C7B52C0FBC8EF89F95344401C0AF4BF1D7B52C0ACD7304CFC5344401F81D41C207B52C08A78A89200544440D83F9B13247B52C054BD02A907544440D92EAA7E247B52C0C1C35F6E085444409569E618287B52C07E8888F50E544440D2704F742C7B52C058CE56CB165444406F7033892D7B52C06C708ECC18544440FC26C8C02F7B52C0BC6826C51C544440FB211A2C307B52C07BF21C871D5444406E5FB8BC307B52C06940768C1E544440242E1007317B52C01216BC121F544440D681DA9B317B52C07818211F20544440CB7A2B5D367B52C064C7408E285444408CB88782377B52C0C5D4E4902A544440A499897D387B52C00A94BA492C544440E43044DE397B52C0385BC3D82E544440C4DEE8A83B7B52C07EBE600F325444400ADE7C6E437B52C031F72EFB3F544440F2D0B681477B52C0E9A8C50D47544440619731554A7B52C0D668458F4C544440FBDBD5694D7B52C0AE5EB82652544440E9420328547B52C08FF574F75D544440B45338D2577B52C0F3596C93645444408BBBA68B587B52C072E7D3E16554444090531F355A7B52C0E8C01CE168544440139479B55D7B52C0553A64286F544440E1A57F555F7B52C0C9B20511725444402538A56E657B52C071BBF1F87C5444407E84D881677B52C06A3BD8AC805444409E968619697B52C0EF645DA48354444050DB11476A7B52C04A8F89C1855444406DA3264D6C7B52C0397D6D628954444069148B3E717B52C0FBB2F63B9254444085717CD5717B52C0CD7A184A9354444059311496757B52C07FCA4A019A5444400DCA7EF2787B52C07082F714A0544440B32466D27B7B52C04BAE3D46A55444406EEC252D7C7B52C096CCA805A6544440D25B206E857B52C014676681B65444409DC9A5ED887B52C0B3D2CEB9BC54444025318EB38C7B52C0E4A98B81C3544440262D04818D7B52C0246C05F6C4544440B7E8FC1E927B52C05F671633CD5444404B194A82947B52C06E91687AD15444402D92A0CE947B52C0FCD36E03D2544440D78BE265957B52C001045314D35444406D75A2C6967B52C04B357C3BD6544440BCCA1630987B52C05BBA2208DA544440E1CA9F4F9E7B52C058FB76ECE454444057BD8692937B52C0D678C1E0ED544440694FD082907B52C005C1AE4CF1544440F868B3CD8F7B52C0B22C1C17F2544440CC631CF68D7B52C0A5B62B26F454444058F6BF0C837B52C0A6B5A9A3FD54444086A290F8807B52C01FC80287FF544440EF60E7587B7B52C0D86A857D04554440562E3597787B52C002232DC406554440EE401B7B777B52C0FF0FF4C107554440B61CFC97757B52C053EA847109554440717E9A99737B52C09E696D390B5544409D3258AB717B52C0E8218FE90C554440FB53EB416D7B52C083F58BBD10554440AD466819687B52C06DBBDA3315554440AB6148BB657B52C00443C348175544407D3B12E4617B52C096394E9E1A5544405E16DF275C7B52C096A88B8E1F55444010F53F6A5A7B52C0CF097328215544402037841C587B52C03519F02223554440FEEA1A5D4B7B52C08D52142E2E554440DEB313CE497B52C01C59F2942F554440ECE13274477B52C06F825BA931554440AA23D642457B52C0CFBD4B96335544404AC98061447B52C029BF715C345544406D30A800447B52C0C3A7FBB13455444034BD95E83D7B52C08B9046E739554440A8D6DFC73A7B52C0CCA6F4BF3C55444086ACC48B367B52C0D4B6777E40554440CCF8EB00357B52C06291EBD841554440376AB4F22B7B52C0EC09BEBA495544406D5BF73A2A7B52C01803DB3D4B55444006F5B8F9277B52C03B4CFC194D554440F73C17D4267B52C05E19B30B4E5544400D27B80F257B52C0983E41A44F554440EABE3F16247B52C0EA38AE7A505544408A23E51B237B52C0D88EEF5151554440E053DB9C0E7B52C04EB1E33A63554440C214D2240E7B52C01752CAA363554440FFE7789B097B52C05C3FB59667554440D4A16C9A057B52C0AD5FB3246B5544407F90A8A9047B52C0E65615E16B5544408B559E56027B52C0FBFD37EA6D554440827E30F2FF7A52C0029F28FF6F554440D8A7C027FF7A52C098C0B8B0705544407880679FFC7A52C092D058EF72554440C8FE5FD7F47A52C06CF4AAB679554440EDB364FDF17A52C01FBCD62F7C55444066CFDCECEF7A52C042D8F0EE7D55444046115198E67A52C0130F3A1E86554440FAB9725DE37A52C0D4D950ED8855444060CD4A12E27A52C0F3034B0D8A554440EE71A1A5E07A52C0FE5D6D4A8B5544406C00B0ACD47A52C0995FCEB395554440EF0B1196D37A52C0E1B11CA696554440B9363721D27A52C01FDC1CEC97554440AA397C76CC7A52C0FCAE8CE09C5544402919E1C4C67A52C0DB0BFDDAA1554440401501E9C47A52C04F83F66BA355444076CC09A7BA7A52C06E183B51AC55444086F62909B87A52C026B054A2AE55444048D45618B67A52C08B34E24CB05544400854E4D5B57A52C051A32687B05544406B3AB046B57A52C0A6255305B155444093FF3155B37A52C0DCFEFBBBB25544408959BC5AB27A52C0ED917E99B35544404EE87052A97A52C073B28996BB5544404EC268F9A77A52C04AC5AEC7BC5544407096EED1A27A52C0C0D07A23C15544407460A5FD8F7A52C088DC5DACD15544407ABA3A458D7A52C06C055AFDD3554440016F6A758B7A52C0B68B4588D55544403FA5B7778A7A52C041234A60D65544409861A09B7F7A52C07D35F6EFDF5544409E026723787A52C0E1853D27E65544404267DFE9747A52C0E0595518E9554440368E6274747A52C098F67F83E955444040D0DAD6727A52C0221BBFFCEA55444033412CA1707A52C030FE74EDEC554440F6F036FF6F7A52C0F0C4AA7BED554440D833E6306D7A52C09A6563F2EF554440A516A26E6C7A52C05EADF59CF0554440DC08BAB6637A52C0A7AADB07F8554440EC0A9CC6617A52C0131CA5D5F9554440CE7F573F607A52C081B83730FB55444070D8ACE9557A52C06481B8410456444036397051537A52C046125097065644402803C6704F7A52C0352D5F140A564440D88D8D894C7A52C00B5182720C564440D5DC904E4A7A52C0665730110E564440FC674357497A52C06B9FDC900E564440484BE4F2487A52C0A25B9BB00E56444043B8AC69487A52C08480AA070F564440C908A5CF477A52C072E8DF7D0F564440B1F9F186467A52C0408D63A91056444089A778ED367A52C0BCA4CE381E564440A6DC5A28317A52C0B8C2E03223564440FDD87737307A52C096A95D0924564440133BF910257A52C0756FD0C42D56444045FCCD88237A52C04AB278252F5644406F07C3A1207A52C016091BB031564440C60F05511D7A52C015090F9534564440728A9EA81A7A52C039F54C6D37564440DC12A5F4137A52C0266529CE3D5644404038F5D5127A52C07B4714A63E5644402A429B130F7A52C09B013EF841564440402B7FD30D7A52C055CF2C11435644408A88407C0D7A52C0F368585D43564440950633930B7A52C0B4FCE4224556444026D17ED9097A52C0EAF3FE714656444036D09470057A52C0E275F3434A564440710949BA027A52C0194D659D4C564440D17187C3007A52C00D63EA504E564440F952D072FD7952C04A0E2130515644409B11D7E4FA7952C089C6A2665356444002F1C00DF97952C01E7344015556444044100377EF7952C03E1EF25C5D56444008ED8C9CE57952C010F2EF18665644404255BC3FE17952C0117360F5695644400EF43981E17952C0CFFC29016C5644401AEFF3FCD47952C0D9D1192F755644401B7D8F85D27952C0FC6720FE765644400C2D116AD27952C0B3785F297656444013DD2A98D17952C0373C098154564440A14323FCCE7952C086777BD731564440F0BE5083D17952C0E2D6411B315644402859E6DCD47952C0284D0221305644409ADFE0F9CE7952C0E9C423AA0756444023C269CAC97952C0642CE913DE554440,11212,0,Brooklyn,83866,41972104.0714198,NY,Kings,36,047,http://www.usps.com/,0,0,11858.1627282317,12348.1148414767,4,1.02581198887038e-06
4,0106000020E610000001000000010300000001000000A0000000D9A0A86E4F7D52C050D15416D8554440484C08252B7D52C05EE73ADDC85544400A34DA85277D52C0ECCDF380C755444089684223237D52C0349B8DA4C65544409D8F1D961F7D52C058560BF2C55544400D3BFD60027D52C05A2722C9C255444013946A6FF17C52C02E5BA7EAC055444046547959D77C52C07827C715BE5544406B93A004D57C52C04CDDFAD4BD55444046B79BC6D27C52C0D30B4796BD55444083EC1AF8AB7C52C031EDE458B95544405CC52605A97C52C006406A06B9554440BBCCEAA0A77C52C0AEA579DFB855444089F8A4BBA77C52C04720CFA5B6554440154754D4A87C52C0C01A23489F554440F0173802A97C52C0B66761B59B55444062D46F16A97C52C01A0D56229A5544407D4B0D41A97C52C0E872CAD09655444026E8D85DAA7C52C0E3B9C3707E554440B677E3E4AA7C52C060FB336C735544406658070EAB7C52C0133EA30E70554440D07D7C26AB7C52C0511729E46D5544407C8C2941AB7C52C072E3CDDC6B5544406EEA5CC5AB7C52C00E8497406155444052BD83E3AB7C52C0BE190CF05E554440868C7CEEAB7C52C0CB4A84185E5544402676E04CAC7C52C05EB851FC5555444039C55B57AC7C52C00FE9B31555554440EDE66B5BAC7C52C0875737BB54554440D485666CAC7C52C08254940A53554440DE91818AAC7C52C0E233D6AF505544407D458721AD7C52C0B7CE72074455444075173ED17F7C52C03F0C55143F55444024FCE1547A7C52C03ECF637B3E554440762A6EED787C52C0417A3F543E554440F6D09CD65D7C52C02AE5E2603B554440BCE7C162527C52C0B3D4AA2A3A554440CD6C7115537C52C0A1FDECA42B5544405F946AC6537C52C0565CA5F91C554440FAFBBC64547C52C0783209270F554440ED4FCC22557C52C020E492BFFF5444408332ABD2567C52C0498D7376DB544440DC57FCFE567C52C0AB692737D8544440D8E1339F577C52C00D44DD22D8544440AB77C0F9567C52C0CE8877E4CA544440D5739B84567C52C0BBC7DDFDC15444403CB6314D567C52C01E4BDB61BE544440966CD800557C52C046F0C723A6544440BACDE3ED537C52C01933D67C92544440F415D2E5537C52C068784DDA91544440A7E8E9BF537C52C0C4168CDE8E5444402D52EA0B567C52C0C01C6D938E544440D2ED8BE95D7C52C028E91E928D544440706538A4817C52C0D8112A318954444005DD6327847C52C0F69B5CDE8854444077FE88ED867C52C094BC718488544440221B5DF98A7C52C0B06D8601885444408FDCA6AA8B7C52C0227226EB87544440BBE49BB58C7C52C0E4E1D6D38754444027CCDF258E7C52C06AB2CD9A8754444043E4E7788E7C52C0C25984908754444061F91348947C52C0D8869CDA865444402A5E8ED4957C52C0816606B68654444059D29A40977C52C07B17CE7D865444408B669C6F9B7C52C0956F0CFC85544440157A29999E7C52C0E24A009A855444407872B3D99F7C52C00545649885544440E1530D65A17C52C0B3484F4385544440E8D532BAA67C52C0B81FD39C845444407733447EA57C52C0D381DA4B6D5444405B488F35A47C52C008BFC30756544440D0C1343BA37C52C01A842D9A4354444034FE98BDA27C52C019D3355B3A54444008E6757CA27C52C0B5E7758235544440606DCF72A17C52C0268E70BE215444400F3BBE2CA07C52C0A087D5C10954444094191F10A07C52C0C73122CC07544440FDF4C8F79F7C52C00419A921065444408D6619D5A07C52C0AE5A3F0806544440755AE868A27C52C04465DDD9055444401080746ACF7C52C0F0DF2C53005444402A4BE998F17C52C08729A722FC5344403ABFF1A9FB7C52C093E011D7FA534440655E5D21FC7C52C09F69B2C7FA534440D00A53BCFE7C52C02C63E071FA5344408F47D94BFF7C52C0796E2C60FA53444079082A78357D52C0D85008B0F35344401AB42773517D52C04E1E7348F0534440D14AA96C657D52C09A0E30C3ED5344407D7854BF6A7D52C07839B614ED534440B23FA2636B7D52C0A14AA3FFEC534440B410F45C6E7D52C0716091D4EB5344400B83FB5F717D52C002A1451704544440ED470DD5717D52C069770BB807544440E577D221727D52C08F52248C0A54444076D9823A727D52C0F4B4D1510B544440C5E3384B727D52C03FC811DF0B54444081C4136F727D52C07B3B77010D5444402CE2128F727D52C0ACEF85020E5444409C664FDF727D52C0F8C48FC9105444400C0189E1757D52C0E2EE25DC0F544440C4F8ECBF807D52C0E1A12BA70C544440DDB2DD89817D52C08FB3956B0C5444408B986FC7847D52C0F5DECB760B544440B5CD187A897D52C06F8245A8D753444044167EEA897D52C021689A51D75344401B5F9B9E8B7D52C08E994E01D6534440FAD030C68F7D52C0C95D22CDD2534440C807161C907D52C06DE9B9FBD7534440150A2FB0957D52C0AFA66E2F1C5444404CC214D4957D52C02CF33FE61D544440BF634321967D52C09F62E5952154444020B7F37C967D52C0F91EC9F625544440A95C568E9E7D52C02E09909788544440DC4D0AB99E7D52C087DD1AE78A544440629F22CA9E7D52C0D01F01D48B544440F8E3D6009F7D52C06883BEC98E5444405FB566569F7D52C0E3538EC29254444097AC0B859F7D52C07611A3F594544440C776DBB79F7D52C005C2EE5A975444405A32DD03A37D52C0A0BF8827BF54444053614218A37D52C0EEC5613CC25444404D6CFEEDA27D52C085700221C5544440EC1D3C7FA27D52C03C528363C8544440347B82DCA17D52C049B0D65ECB544440F81C7E27A17D52C0A862D6C7CD544440FA622330A07D52C08BF0DB5BD0544440817C012F9F7D52C090F7A889D25444406574776C9D7D52C049951DD7D55444404181336E9A7D52C00952DFDFDA544440C978FCAB977D52C0D1536351DF544440C8EC2E17997D52C0DAA74252E35444408ABE1E03937D52C07AB00C2AE45444406158238E927D52C0975F233AE4544440A0321BBA907D52C026B1B178E4544440FE991027857D52C06A27BFF2E55444402654654D807D52C08A72B183E654444031CC66CE827D52C047D370F8FF544440E82F6A23857D52C016B99D09175544402D012953897D52C0F7583F4743554440824B682C8A7D52C0B98CF43E4C5544401E9584708A7D52C0495FAF0E4F554440DB27FB1E8B7D52C054DD3A42565544409D8495038E7D52C02864D499735544404C20383D8E7D52C0F0B179917655444002E90621917D52C0303FC76E94554440FA8B0D5A917D52C05B2816BC96554440CCB3D39A917D52C0E343911B995544404A11AC36937D52C08B9DC431A8554440C9501498947D52C0B27177C9B6554440CBA08277977D52C0A387A7BBD4554440C522B0F3997D52C092AB46F7EE55444024448E969B7D52C0E92B78F0F7554440A229838E867D52C0F0ABBADAEE554440943A6313857D52C050D5498FEE55444078DA5460797D52C065A6A8A8E95544401EEC723E727D52C0DDD1C9ABE655444054E6D5EE627D52C0B926C641E05544400200BF63517D52C07B0E43E8D8554440D9A0A86E4F7D52C050D15416D8554440,11225,0,Brooklyn,56527,23698630.1249252,NY,Kings,36,047,http://www.usps.com/,631.5860034,0,6695.48490356829,6972.1269983755,8,3.63358325636148e-06
